respondent_id,hub_id,hub_name,age_group,household_type,ethnicity,user_archetype,visit_frequency_monthly,activity_types_count,recruited_by_volunteer,resident_in_catchment,awareness_of_programmes,perceived_accessibility,perceived_safety,q1_belong_here,q2_people_care,q3_place_attachment,q4_return_intent,q5_meet_diff_groups,q6_cross_group_activities,q7_diverse_interactions,q8_mutual_aid_across_groups,q9_understand_governance,q10_can_raise_concerns,q11_trust_hub_institutions,q12_voice_matters,bonding_score,bridging_score,linking_score,overall_sc_score,hub_type,open_year,years_since_opening,amenity_diversity,integrated_programming_ratio,partner_count,governance_openness,volunteer_density,free_community_space_ratio,outreach_intensity,avg_monthly_footfall_k,avg_dwell_minutes,transit_access,service_gap,heart_score,head_score,hands_score,cci_total
R198,H2,Heartbeat@Bedok,35-44,Family with children,Indian,Service user,7,3,Yes,No,3.84,4.09,2.75,4,4,3,4,4,3,3,2,3,3,4,4,3.75,3,3.5,3.42,Town,2018,8,74,0.34,11,66,68,0.35,71,220,43,85,42,32,22,18,24
R199,H2,Heartbeat@Bedok,18-24,Family with children,Indian,Event user,5,1,No,Yes,5,4.06,2.98,3,4,3,4,3,3,2,3,4,3,2,3,3.5,2.75,3,3.08,Town,2018,8,74,0.34,11,66,68,0.35,71,220,43,85,42,32,22,18,24
R200,H2,Heartbeat@Bedok,35-44,Single,Other,Routine user,8,2,No,Yes,3.8,2.95,3.22,3,4,4,5,3,4,3,4,3,4,3,2,4,3.5,3,3.5,Town,2018,8,74,0.34,11,66,68,0.35,71,220,43,85,42,32,22,18,24
R201,H3,One Punggol,45-54,Senior household,Chinese,Routine user,10,3,Yes,Yes,3.7,2.41,1.85,4,4,4,4,4,4,5,4,4,4,5,5,4,4.25,4.5,4.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R202,H3,One Punggol,25-34,Single,Other,Event user,6,1,No,Yes,2.92,4.62,2.88,3,3,4,3,2,2,3,2,5,4,4,4,3.25,2.25,4.25,3.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R203,H3,One Punggol,18-24,Multi-generational,Chinese,Family user,6,3,No,Yes,2.7,3.92,2.64,4,3,3,4,4,4,4,3,3,2,2,3,3.5,3.75,2.5,3.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R204,H3,One Punggol,45-54,Senior household,Other,Service user,7,2,No,Yes,4.75,5,3.47,5,4,3,3,3,2,2,3,4,5,4,4,3.75,2.5,4.25,3.5,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R205,H3,One Punggol,55-64,Single,Chinese,Event user,5,2,No,Yes,3.93,3.3,2.67,4,4,4,4,4,4,4,4,4,3,2,3,4,4,3,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R206,H3,One Punggol,45-54,Family with children,Chinese,Service user,4,3,Yes,Yes,3.32,4.86,1.58,3,3,3,3,4,4,4,5,3,4,4,3,3,4.25,3.5,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R207,H3,One Punggol,35-44,Multi-generational,Malay,Service user,6,4,No,Yes,2.87,4.14,2.96,4,4,4,3,4,5,4,5,4,4,4,3,3.75,4.5,3.75,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R208,H3,One Punggol,25-34,Family with children,Indian,Event user,6,1,Yes,Yes,3.54,2.94,3.55,4,4,4,3,5,4,4,4,4,4,5,4,3.75,4.25,4.25,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R209,H3,One Punggol,25-34,Senior household,Malay,Routine user,4,2,No,Yes,3.22,3.69,2.86,4,5,5,5,4,4,3,4,3,3,3,3,4.75,3.75,3,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R210,H3,One Punggol,35-44,Couple,Chinese,Service user,12,1,Yes,Yes,3.51,5,2.88,4,4,4,3,4,4,5,3,4,4,4,5,3.75,4,4.25,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R211,H3,One Punggol,18-24,Single,Chinese,Family user,5,2,No,Yes,4.01,4.02,3.27,4,4,3,4,4,3,3,4,2,3,2,3,3.75,3.5,2.5,3.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R212,H3,One Punggol,35-44,Family with children,Chinese,Family user,6,2,No,Yes,4.17,3.18,2.61,3,4,3,3,4,5,4,5,4,4,4,4,3.25,4.5,4,3.92,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R213,H3,One Punggol,35-44,Family with children,Chinese,Family user,4,5,No,Yes,2.62,4.23,4.07,4,4,4,3,4,3,4,4,2,2,3,2,3.75,3.75,2.25,3.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R214,H3,One Punggol,35-44,Senior household,Other,Event user,5,4,No,Yes,5,4.66,3.42,4,4,4,4,3,4,4,3,4,5,3,4,4,3.5,4,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R215,H3,One Punggol,35-44,Couple,Chinese,Routine user,3,3,No,Yes,3.36,3.28,4.35,5,5,5,4,4,3,3,2,4,3,4,3,4.75,3,3.5,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R216,H3,One Punggol,55-64,Family with children,Chinese,Family user,8,1,Yes,No,3.43,4.94,3.48,4,3,5,3,4,5,5,4,3,3,3,2,3.75,4.5,2.75,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R217,H3,One Punggol,55-64,Family with children,Chinese,Routine user,6,3,Yes,No,3,3.81,3.74,4,4,4,5,4,4,4,4,4,3,4,4,4.25,4,3.75,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R218,H3,One Punggol,25-34,Single,Chinese,Senior user,11,2,No,Yes,4.96,3.82,2.58,4,5,4,4,4,4,4,4,5,5,3,5,4.25,4,4.5,4.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R219,H3,One Punggol,55-64,Couple,Malay,Routine user,11,4,Yes,Yes,3.41,3.06,2.39,5,4,4,5,5,5,5,5,4,4,4,4,4.5,5,4,4.5,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R220,H3,One Punggol,45-54,Single,Indian,Routine user,7,2,No,Yes,2.72,4.56,1.3,3,3,4,4,5,5,5,5,3,2,2,2,3.5,5,2.25,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R221,H3,One Punggol,25-34,Single,Malay,Service user,11,2,No,Yes,3.39,3.96,3.06,5,5,4,5,3,4,4,4,3,3,4,3,4.75,3.75,3.25,3.92,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R222,H3,One Punggol,18-24,Family with children,Chinese,Routine user,10,2,Yes,Yes,3.28,3.79,3.43,5,5,5,4,5,4,4,4,4,3,3,4,4.75,4.25,3.5,4.17,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R223,H3,One Punggol,35-44,Single,Malay,Event user,8,3,No,No,3.19,3.72,1.17,3,4,3,3,3,4,4,4,4,3,4,4,3.25,3.75,3.75,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R224,H3,One Punggol,45-54,Couple,Chinese,Routine user,5,3,No,Yes,2.34,4.48,3.48,4,3,3,3,4,5,4,3,4,4,3,3,3.25,4,3.5,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R225,H3,One Punggol,45-54,Multi-generational,Malay,Routine user,5,3,No,Yes,4.65,3.86,3.64,5,5,4,4,3,3,4,3,3,4,4,4,4.5,3.25,3.75,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R226,H3,One Punggol,25-34,Senior household,Indian,Event user,5,3,Yes,Yes,4.26,4.37,3.83,4,5,4,4,4,2,3,4,4,4,3,4,4.25,3.25,3.75,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R227,H3,One Punggol,65+,Multi-generational,Indian,Event user,5,4,No,Yes,3.71,4.82,3.23,4,5,5,5,5,4,4,5,4,4,5,4,4.75,4.5,4.25,4.5,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R228,H3,One Punggol,55-64,Single,Indian,Service user,5,1,Yes,No,3.58,2.97,3.87,3,4,3,3,5,4,3,5,3,3,3,4,3.25,4.25,3.25,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R229,H3,One Punggol,35-44,Single,Malay,Family user,6,3,No,Yes,4.53,4.53,3.26,5,5,5,5,4,5,5,4,3,2,3,3,5,4.5,2.75,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R230,H3,One Punggol,18-24,Multi-generational,Chinese,Family user,5,1,No,No,3.58,3.81,2.28,3,3,3,3,4,3,3,3,3,3,3,3,3,3.25,3,3.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R231,H3,One Punggol,18-24,Family with children,Chinese,Senior user,9,5,No,Yes,2.3,4.17,2.44,3,4,4,4,5,4,5,5,3,4,3,4,3.75,4.75,3.5,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R232,H3,One Punggol,25-34,Multi-generational,Chinese,Event user,8,2,No,Yes,4.18,3.55,2.58,5,5,4,4,5,4,3,3,3,3,3,3,4.5,3.75,3,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R233,H3,One Punggol,35-44,Multi-generational,Malay,Service user,6,1,Yes,Yes,3.98,4.73,3.47,5,4,3,3,3,3,2,3,4,5,5,5,3.75,2.75,4.75,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R234,H3,One Punggol,55-64,Single,Indian,Service user,10,2,Yes,No,3.04,4.41,2.4,4,4,3,3,5,5,5,5,4,4,4,4,3.5,5,4,4.17,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R235,H3,One Punggol,35-44,Couple,Chinese,Service user,8,3,Yes,Yes,3.6,3.79,2.76,3,4,4,4,3,3,4,4,5,4,5,4,3.75,3.5,4.5,3.92,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R236,H3,One Punggol,35-44,Couple,Chinese,Service user,6,2,No,Yes,3.13,2.57,1.75,4,4,5,5,2,3,3,2,2,3,3,3,4.5,2.5,2.75,3.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R237,H3,One Punggol,25-34,Multi-generational,Chinese,Routine user,3,3,No,Yes,3.34,3.86,2.3,5,4,3,4,5,4,4,4,3,2,3,3,4,4.25,2.75,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R238,H3,One Punggol,18-24,Multi-generational,Indian,Event user,11,2,Yes,Yes,2.72,3.73,1.81,3,3,4,4,4,4,5,4,3,4,3,4,3.5,4.25,3.5,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R239,H3,One Punggol,35-44,Family with children,Chinese,Routine user,4,2,No,Yes,3.47,4.42,2,4,4,4,4,3,3,3,3,3,2,4,3,4,3,3,3.33,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R240,H3,One Punggol,25-34,Senior household,Chinese,Family user,7,3,No,No,4.37,4.26,2.4,4,5,5,4,3,3,3,4,3,3,4,3,4.5,3.25,3.25,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R241,H3,One Punggol,35-44,Family with children,Malay,Service user,6,1,Yes,Yes,2.73,4.87,1.72,3,4,5,3,4,3,3,3,3,3,2,3,3.75,3.25,2.75,3.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R242,H3,One Punggol,65+,Family with children,Chinese,Family user,4,3,No,Yes,4.04,4.23,2.25,5,4,5,4,4,4,5,4,4,4,4,4,4.5,4.25,4,4.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R243,H3,One Punggol,45-54,Multi-generational,Malay,Event user,6,1,No,Yes,4.37,3.88,3.25,5,5,4,4,5,5,4,5,4,4,5,4,4.5,4.75,4.25,4.5,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R244,H3,One Punggol,35-44,Family with children,Chinese,Routine user,7,5,No,Yes,4.2,3.36,3.87,4,5,5,5,4,3,4,3,3,3,3,3,4.75,3.5,3,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R245,H3,One Punggol,45-54,Senior household,Chinese,Family user,4,3,No,Yes,4.19,5,1.66,3,4,4,4,4,3,4,4,3,3,3,4,3.75,3.75,3.25,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R246,H3,One Punggol,65+,Multi-generational,Chinese,Routine user,6,5,No,Yes,3.84,4.65,2.42,5,4,5,5,3,3,3,4,4,4,4,4,4.75,3.25,4,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R247,H3,One Punggol,35-44,Couple,Chinese,Event user,7,4,No,Yes,3.13,4.53,2.44,4,3,4,4,4,5,4,4,4,3,3,4,3.75,4.25,3.5,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R248,H3,One Punggol,25-34,Couple,Other,Family user,7,1,Yes,Yes,4.27,2.19,3.71,3,4,3,3,4,4,4,4,4,4,4,4,3.25,4,4,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R249,H3,One Punggol,35-44,Single,Chinese,Family user,7,4,No,Yes,3.47,3.54,2.97,4,4,3,5,4,4,5,4,3,3,3,3,4,4.25,3,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R250,H3,One Punggol,35-44,Senior household,Chinese,Service user,10,3,No,Yes,5,4.11,1.51,4,4,3,4,3,3,4,4,4,3,4,3,3.75,3.5,3.5,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R251,H3,One Punggol,35-44,Senior household,Indian,Family user,6,1,No,Yes,4.36,3.61,2.67,4,3,4,4,3,3,3,3,3,4,4,3,3.75,3,3.5,3.42,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R252,H3,One Punggol,55-64,Family with children,Indian,Senior user,3,2,No,Yes,3.95,3.46,1.55,4,3,3,4,4,4,4,5,4,3,4,3,3.5,4.25,3.5,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R253,H3,One Punggol,45-54,Multi-generational,Chinese,Senior user,5,3,No,Yes,3.23,4.83,2.29,4,2,4,4,3,3,3,3,4,3,3,4,3.5,3,3.5,3.33,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R254,H3,One Punggol,45-54,Couple,Chinese,Service user,2,2,Yes,Yes,4.36,5,2.5,5,5,4,4,4,3,4,4,3,3,2,2,4.5,3.75,2.5,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R255,H3,One Punggol,55-64,Single,Chinese,Routine user,7,3,No,Yes,4.02,4.67,1.86,4,4,4,4,3,4,4,3,4,3,4,3,4,3.5,3.5,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R256,H3,One Punggol,55-64,Single,Other,Family user,8,4,Yes,No,4.15,4.63,3.65,4,3,5,4,4,4,3,4,4,4,3,4,4,3.75,3.75,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R257,H3,One Punggol,65+,Couple,Chinese,Event user,11,3,No,No,3.78,3.87,2.45,3,4,4,4,4,3,4,3,5,4,4,5,3.75,3.5,4.5,3.92,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R258,H3,One Punggol,35-44,Single,Chinese,Routine user,12,4,No,Yes,2.98,3.31,3.48,4,4,4,3,4,5,4,3,4,4,4,4,3.75,4,4,3.92,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R259,H3,One Punggol,25-34,Family with children,Indian,Service user,5,4,Yes,Yes,3.82,4.67,2.37,3,3,3,2,5,3,4,4,4,3,4,2,2.75,4,3.25,3.33,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R260,H3,One Punggol,35-44,Senior household,Chinese,Service user,8,1,No,Yes,3.97,3.72,1.93,3,4,4,3,5,5,5,4,4,3,3,3,3.5,4.75,3.25,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R261,H3,One Punggol,45-54,Multi-generational,Chinese,Service user,6,1,No,Yes,4.91,4.97,4.1,4,4,3,4,5,4,4,5,4,4,4,4,3.75,4.5,4,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R262,H3,One Punggol,25-34,Multi-generational,Malay,Routine user,5,5,Yes,Yes,2.41,3.26,2.79,4,4,5,4,4,4,4,4,3,3,3,3,4.25,4,3,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R263,H3,One Punggol,55-64,Multi-generational,Chinese,Routine user,11,2,No,Yes,3.26,5,3.42,3,4,3,4,4,3,4,3,3,4,4,3,3.5,3.5,3.5,3.5,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R264,H3,One Punggol,45-54,Multi-generational,Chinese,Service user,4,2,No,Yes,4.68,4.39,1.63,4,4,4,3,4,4,5,3,2,3,3,3,3.75,4,2.75,3.5,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R265,H3,One Punggol,25-34,Multi-generational,Chinese,Event user,9,3,No,Yes,4.9,4.14,2.28,4,4,4,4,5,4,5,4,4,4,4,3,4,4.5,3.75,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R266,H3,One Punggol,25-34,Couple,Chinese,Family user,9,1,No,Yes,4.99,3.93,3.18,5,5,5,4,4,5,4,4,4,3,3,3,4.75,4.25,3.25,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R267,H3,One Punggol,25-34,Senior household,Chinese,Service user,10,4,No,No,4.89,3.79,4.29,4,3,3,4,3,4,4,3,4,5,5,4,3.5,3.5,4.5,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R268,H3,One Punggol,45-54,Senior household,Malay,Event user,11,1,Yes,Yes,4.44,5,1.24,4,4,4,3,5,5,5,5,3,4,4,3,3.75,5,3.5,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R269,H3,One Punggol,55-64,Senior household,Other,Event user,8,5,No,Yes,3.75,4.83,2.83,4,4,3,4,4,3,4,4,3,4,3,3,3.75,3.75,3.25,3.58,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R270,H3,One Punggol,55-64,Family with children,Chinese,Service user,7,2,No,No,4.28,4.64,2.4,4,4,4,3,4,5,5,4,4,4,5,4,3.75,4.5,4.25,4.17,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R271,H3,One Punggol,25-34,Couple,Chinese,Event user,7,5,Yes,Yes,3.28,3.82,4.15,4,4,4,4,3,5,5,5,3,4,4,3,4,4.5,3.5,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R272,H3,One Punggol,55-64,Multi-generational,Malay,Routine user,8,4,No,No,3.73,3.56,2.71,3,4,3,4,3,4,3,3,4,4,4,5,3.5,3.25,4.25,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R273,H3,One Punggol,25-34,Couple,Chinese,Routine user,9,5,No,Yes,3.5,3.88,2.23,4,4,4,4,5,4,4,4,5,4,3,4,4,4.25,4,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R274,H3,One Punggol,18-24,Multi-generational,Other,Family user,9,2,No,Yes,3.36,3.75,3.67,5,5,4,4,4,4,4,4,5,5,4,4,4.5,4,4.5,4.33,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R275,H3,One Punggol,45-54,Multi-generational,Chinese,Family user,6,2,No,Yes,3.28,3.69,2.81,4,3,4,4,3,4,3,3,4,4,4,4,3.75,3.25,4,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R276,H3,One Punggol,18-24,Multi-generational,Chinese,Family user,7,1,No,Yes,5,5,2.73,4,4,3,4,4,4,4,4,4,4,4,5,3.75,4,4.25,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R277,H3,One Punggol,25-34,Couple,Indian,Family user,8,3,No,Yes,3.83,3.24,2.26,4,4,3,3,5,4,5,5,3,3,3,3,3.5,4.75,3,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R278,H3,One Punggol,25-34,Single,Indian,Routine user,7,2,No,No,4.29,3.61,2.91,4,4,4,4,4,3,4,3,4,4,3,4,4,3.5,3.75,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R279,H3,One Punggol,25-34,Family with children,Chinese,Family user,9,3,No,Yes,4.33,3.94,2.77,4,4,5,5,5,4,4,4,3,3,4,4,4.5,4.25,3.5,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R280,H3,One Punggol,18-24,Senior household,Chinese,Service user,8,1,No,No,2.99,4.28,2.59,4,4,3,4,5,4,4,4,3,3,3,4,3.75,4.25,3.25,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R281,H3,One Punggol,35-44,Couple,Malay,Routine user,5,2,No,Yes,4.67,4.03,3.19,5,4,4,4,4,4,4,3,3,3,3,4,4.25,3.75,3.25,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R282,H3,One Punggol,35-44,Senior household,Chinese,Event user,6,4,No,No,4.5,4.26,3.56,3,4,4,4,5,5,4,5,3,3,3,3,3.75,4.75,3,3.83,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R283,H3,One Punggol,45-54,Couple,Indian,Senior user,10,4,No,Yes,1,4.91,2.37,4,3,3,4,5,5,4,4,3,3,4,2,3.5,4.5,3,3.67,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R284,H3,One Punggol,25-34,Family with children,Chinese,Event user,7,1,No,Yes,3.6,4.56,2.75,3,3,3,3,3,2,3,3,3,4,3,3,3,2.75,3.25,3,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R285,H3,One Punggol,18-24,Family with children,Chinese,Service user,9,4,Yes,No,3.39,5,2.62,4,4,4,4,3,4,3,3,3,4,5,4,4,3.25,4,3.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R286,H3,One Punggol,25-34,Single,Chinese,Routine user,9,3,No,Yes,3.73,5,3.31,5,5,5,5,5,4,4,5,5,5,4,5,5,4.5,4.75,4.75,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R287,H3,One Punggol,25-34,Single,Chinese,Event user,10,2,No,Yes,5,4.4,2.07,4,4,4,4,5,4,4,4,5,4,4,5,4,4.25,4.5,4.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R288,H3,One Punggol,65+,Family with children,Chinese,Service user,5,4,No,Yes,4.29,3.75,3.06,4,5,5,4,4,4,4,3,4,4,4,4,4.5,3.75,4,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R289,H3,One Punggol,55-64,Single,Chinese,Event user,7,3,Yes,Yes,4.59,4.36,1.73,3,4,3,3,5,5,5,5,5,4,4,5,3.25,5,4.5,4.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R290,H3,One Punggol,65+,Couple,Chinese,Senior user,14,1,Yes,Yes,2.95,4.23,2.35,4,4,4,5,4,4,5,4,5,4,4,4,4.25,4.25,4.25,4.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R291,H3,One Punggol,35-44,Single,Malay,Routine user,9,2,No,Yes,3.95,3.45,3.22,4,5,5,5,3,4,4,4,4,5,4,3,4.75,3.75,4,4.17,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R292,H3,One Punggol,25-34,Family with children,Chinese,Family user,8,1,No,Yes,1.72,5,3.45,4,4,5,5,3,4,3,4,4,4,4,4,4.5,3.5,4,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R293,H3,One Punggol,35-44,Multi-generational,Chinese,Family user,9,2,No,Yes,4.42,4.51,3.35,5,4,5,4,4,4,4,4,5,4,4,4,4.5,4,4.25,4.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R294,H3,One Punggol,55-64,Single,Other,Senior user,7,1,Yes,Yes,4.55,4.18,2.08,4,4,4,4,3,4,4,3,2,2,2,3,4,3.5,2.25,3.25,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R295,H3,One Punggol,65+,Family with children,Chinese,Family user,9,3,No,Yes,3.27,4.67,3.99,5,5,4,4,4,4,4,5,3,4,4,4,4.5,4.25,3.75,4.17,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R296,H3,One Punggol,25-34,Senior household,Chinese,Event user,5,2,No,Yes,3.55,4.14,3.34,3,3,4,3,5,5,5,5,2,1,3,2,3.25,5,2,3.42,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R297,H3,One Punggol,25-34,Single,Malay,Routine user,6,2,No,Yes,3.17,4.53,2.55,4,5,5,4,4,4,5,5,3,3,4,3,4.5,4.5,3.25,4.08,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R298,H3,One Punggol,18-24,Senior household,Chinese,Senior user,4,4,Yes,Yes,4.2,5,2.44,4,4,4,4,4,4,3,3,5,5,5,5,4,3.5,5,4.17,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
R299,H3,One Punggol,55-64,Family with children,Chinese,Family user,6,1,Yes,Yes,4.7,5,2.7,4,4,4,4,3,4,3,4,5,4,4,5,4,3.5,4.5,4,Regional,2022,4,79,0.41,13,72,73,0.39,76,255,48,89,38,28,57,62,49
